"Country","Year","Debt","RGDP","GDP","GDPI","GDP1","GDP2","RGDP1","RGDP2","GDPI1","GDPI2","Infl","Debt1","Debt2","dRGDP","Debtalt","GDP2alt","GDPalt","RGDP2alt","debtgdp","GDP3","GNI"
"Spain",1856,3634,,,,5598.154,,104939.795,,5.335,,,,,,,,,,,,
"Spain",1857,3482,,,,5394.979,,104055.607,,5.185,,,,,,,,,,,,
"Spain",1858,3498,,,,5255.934,,106171.122,,4.95,,,,,,,,,,,,
"Spain",1859,3548,,,,5603.292,,111319.402,,5.034,,,,,,,,,,,,
"Spain",1860,3532,,,,5958.995,,115293.066,,5.169,,,,,,,,,,,,
"Spain",1861,3508,,,,6085.98,,116927.319,,5.205,,,,,,,,,,,,
"Spain",1862,4037,,,,6254.368,,117621.091,,5.317,,,,,,,,,,,,
"Spain",1863,3847,,,,6580.812,,120250.905,,5.473,,,,,,,,,,,,
"Spain",1864,4013,,,,6569.685,,120200.799,,5.466,,,,,,,,,,,,
"Spain",1865,4356,,,,6183.895,,116623.643,,5.302,,,,,,,,,,,,
"Spain",1866,4593,,,,6618.582,,122472.257,,5.404,,,,,,,,,,,,
"Spain",1867,5605,,,,7062.038,,122084.632,,5.785,,,,,,,,,,,,
"Spain",1868,6138,,,,5971.065,,108973.935,,5.479,,,,,,,,,,,,
"Spain",1869,7195,,,,5501.083,,112261.264,,4.9,,,,,,,,,,,,
"Spain",1870,7288,,,,5970.432,,115266.845,,5.18,,,,,,,,,,,,
"Spain",1871,7373,,,,6410.217,,124274.234,,5.158,,,,,,,,,,,,
"Spain",1872,8649,,,,7342.669,,141196.761,,5.2,,,,,,,,,,,,
"Spain",1873,9514,,,,7837.901,,153688.63,,5.1,,,,,,,,,,,,
"Spain",1874,11415,,,,7781.303,,143352.913,,5.428,,,,,,,,,,,,
"Spain",1875,11574,,,,7701.217,,147105.666,,5.235,,,,,,,,,,,,
"Spain",1876,13524,,,,8002.094,,150674.856,,5.311,,,,,,,,,,,,
"Spain",1877,14007,,,,8818.081,,165829.365,,5.318,,,,,,,,,,,,
"Spain",1878,14263,,,,8722.159,,161512.749,,5.4,,,,,,,,,,,,
"Spain",1879,14062,,,,8494.409,,153084.294,,5.549,,,,,,,,,,,,
"Spain",1880,13740,,,,9010.896,,166492.668,,5.412,,,,,,,,,,,,
"Spain",1881,13586,,,,9455.545,,170522.672,,5.545,,,,,,,,,,,,
"Spain",1882,11221,,,,9998.122,,172749.747,,5.788,,,,,,,,,,,,
"Spain",1883,7454,,,,10156.205,,176019.238,,5.77,,,,,,,,,,,,
"Spain",1884,6908,,,,9752.137,,176510.874,,5.525,,,,,,,,,,,,
"Spain",1885,6877,,,,9643.749,,172150.118,,5.602,,,,,,,,,,,,
"Spain",1886,6867,,,,9816.694,,168525.098,,5.825,,,,,,,,,,,,
"Spain",1887,6823,,,,8996.351,,166517.225,,5.403,,,,,,,,,,,,
"Spain",1888,6787,,,,9408.909,,172517.404,,5.454,,,,,,,,,,,,
"Spain",1889,6883,,,,8712.307,,173323.214,,5.027,,,,,,,,,,,,
"Spain",1890,6887,,,,8838.1,,174004.915,,5.079,,,,,,,,,,,,
"Spain",1891,6920,,,,9012.144,,177638.024,,5.073,,,,,,,,,,,,
"Spain",1892,7176,,,,8936.661,,190561.093,,4.69,,,,,,,,,,,,
"Spain",1893,7228,,,,8702.748,,185761.328,,4.685,,,,,,,,,,,,
"Spain",1894,7284,,,,8514.85,,187216.651,,4.548,,,,,,,,,,,,
"Spain",1895,7400,,,,8593.295,,185450.675,,4.634,,,,,,,,,,,,
"Spain",1896,7977,,,,8223.863,,171050.987,,4.808,,,,,,,,,,,,
"Spain",1897,8378,,,,8910.17,,178659.633,,4.987,,,,,,,,,,,,
"Spain",1898,10596,,,,9569.776,,192276.009,,4.977,,,,,,,,,,,,
"Spain",1899,11449,,,,9717.76,,196919.603,,4.935,,,,,,,,,,,,
"Spain",1900,12729,,,,10257.729,,200977.587,,5.104,,,,,,,,,,,,
"Spain",1901,13363,,,,10786.238,,214367.246,,5.032,,,,,,,,,,,,
"Spain",1902,13337,,,,10422.381,,207910.084,,5.013,,,,,,,,,,,,
"Spain",1903,12744,,,,11152.505,,208788.367,,5.342,,,,,,,,,,,,
"Spain",1904,12638,,,,11756.987,,207562.185,,5.664,,,,,,,,,,,,
"Spain",1905,12523,,,,11338.494,,205043.16,,5.53,,,,,,,,,,,,
"Spain",1906,12533,,,,11564.941,,216286.401,,5.347,,,,,,,,,,,,
"Spain",1907,12475,,,,12036.396,,222474.74,,5.41,,,,,,,,,,,,
"Spain",1908,12390,,,,11950.55,,230701.78,,5.18,,,,,,,,,,,,
"Spain",1909,12471,,,,12212.335,,234857.342,,5.2,,,,,,,,,,,,
"Spain",1910,10480,,,,11687.243,,228017.399,,5.126,,,,,,,,,,,,
"Spain",1911,10420,,,,12618.941,,242959.963,,5.194,,,,,,,,,,,,
"Spain",1912,10350,,,,12840.847,,240643.662,,5.336,,,,,,,,,,,,
"Spain",1913,10372,,,,13789.124,,251986.952,,5.472,,,,,,,,,,,,
"Spain",1914,10506,,,,13727.522,,246965.962,,5.558,,,,,,,,,,,,
"Spain",1915,10579,,,,15115.091,,248373.81,,6.086,,,,,,,,,,,,
"Spain",1916,11030,,,,17441.477,,259274.959,,6.727,,,,,,,,,,,,
"Spain",1917,11337,,,,18982.455,,255666.364,,7.425,,,,,,,,,,,,
"Spain",1918,11681,,,,23025.664,,252866.606,,9.106,,,,,,,,,,,,
"Spain",1919,12090,,,,24822.721,,255685.112,,9.708,,,,,,,,,,,,
"Spain",1920,13056,,,,29390.012,,275451.387,,10.67,,,,,,,,,,,,
"Spain",1921,13824,,,,27070.711,,284304.245,,9.522,,,,,,,,,,,,
"Spain",1922,15716,,,,27477.164,,296708.114,,9.261,,,,,,,,,,,,
"Spain",1923,16228,,,,27515.414,,301989.674,,9.111,,,,,,,,,,,,
"Spain",1924,17274,,,,30136.301,,312580.109,,9.641,,,,,,,,,,,,
"Spain",1925,18099,,,,31985.906,,330805.224,,9.669,,,,,,,,,,,,
"Spain",1926,18569,,,,31223.078,,330050.418,,9.46,,,,,,,,,,,,
"Spain",1927,19179,,,,33484.844,,358673.107,,9.336,,,,,,,,,,,,
"Spain",1928,19677,,,,32702.301,,362079.195,,9.032,,,,,,,,,,,,
"Spain",1929,20085,,,,35205.902,,385701.449,,9.128,,,,,,,,,,,,
"Spain",1930,20757,,,,35229.168,,370780.493,,9.501,,,,,,,,,,,,
"Spain",1931,21616,,,,34575.914,,360854.391,,9.582,,,,,,,,,,,,
"Spain",1932,21823,,,,34595.633,,370490.452,,9.338,,,,,,,,,,,,
"Spain",1933,22313,,,,33015.219,,362914.769,,9.097,,,,,,,,,,,,
"Spain",1934,22945,,,,36379.688,,375860.421,,9.679,,,,,,,,,,,,
"Spain",1935,24760,,,,37597.129,,384196.305,,9.786,,,,,,,,,,,,
"Spain",1936,,,,,30517.26,,297466.076,,10.259,,,,,,,,,,,,
"Spain",1937,,,,,31983.279,,273245.861,,11.705,,,,,,,,,,,,
"Spain",1938,,,,,36283.219,,272556.307,,13.312,,,,,,,,,,,,
"Spain",1939,,,,,41826.027,,293575.041,,14.247,,,,,,,,,,,,
"Spain",1940,37358,,,,52061.57,,320356.446,,16.251,,,,,,,,,,,,
"Spain",1941,40237,,,,57531.895,,321973.048,,17.869,,,,,,,,,,,,
"Spain",1942,42310,,,,69327.578,,341339.905,,20.31,,,,,,,,,,,,
"Spain",1943,49275,,,,74628.586,,357157.501,,20.895,,,,,,,,,,,,
"Spain",1944,56130,,,,86190.398,,371926.299,,23.174,,,,,,,,,,,,
"Spain",1945,59509,,,,85515.43,,343734.788,,24.878,,,,,,,,,,,,
"Spain",1946,66210,,,,108187.516,,358021.264,,30.218,,,,,,,,,,,,
"Spain",1947,69276,,,,125709.344,,365124.459,,34.429,,,,,,,,,,,,
"Spain",1948,75456,,,,135688.969,,366153.929,,37.058,,,,,,,,,,,,
"Spain",1949,78370,,,,145457.266,,366092.436,,39.732,,,,,,,,,,,,
"Spain",1950,82961,,,,179484.016,,373622.967,,48.039,,,,,,,,,,,,
"Spain",1951,91296,,,,228459.031,,408017.755,,55.992,,,,,,,,,,,,
"Spain",1952,97727,,,,251201.438,,442965.855,,56.709,,,,,,,,,,,,
"Spain",1953,109424,,,,271524.563,,442838.611,,61.315,,,,,,,,,,,,
"Spain",1954,119163,,,,314088.156,336800,474269.668,,66.226,,,,,,,,,,,,
"Spain",1955,131890,,,,339288.219,375800,490008.861,,69.241,,,,,,,,,,,,
"Spain",1956,148146,,,,419793.719,431600,530111.176,,79.19,,,,,,,,,,,,
"Spain",1957,166812,,,,489885.344,506000,547516.987,,89.474,,,,,,,,,,,,
"Spain",1958,174601,,,,581873.938,581700,581873.938,,100,,,,,,,,,,,,
"Spain",1959,177353,,,,,603500,,,,,,,,,,,,,,,
"Spain",1960,186382,,,,,620700,,,,,,,,,,,,,,,
"Spain",1961,194283,,,,,707000,,,,,,,,,,,,,,,
"Spain",1962,207975,,,,,817000,,,,,,,,,,,,,,,
"Spain",1963,213518,,,,,964200,,,,,,,,,,,,,,,
"Spain",1964,225803,,,,,1202200,,,,,,,,,,,,,,,
"Spain",1965,246177,,,,,1398800,,,,,,,,,,,,,,,
"Spain",1966,276809,,,,,1618400,,,,,,,,,,,,,,,
"Spain",1967,308362,,,,,1817800,,,,,,,,,,,,,,,
"Spain",1968,356669,,,,,2037400,,,,,,,,,,,,,,,
"Spain",1969,415596,,,,,2317000,,,,,,,,,,,,,,,
"Spain",1970,472960,,,,,2630100,,,,,,,,,,,,,,,
"Spain",1971,501909,,,,,2968000,,,,,,,,,,,,,,,
"Spain",1972,577931,,,,,3483300,,,,,,,,,,,,,,,
"Spain",1973,649931,,,,,4199100,,,,,,,,,,,,,,,
"Spain",1974,673768,,,,,5143100,,,,,,,,,,,,,,,
"Spain",1975,699252,,,,,6038500,,,,,,,,,,,,,,,
"Spain",1976,581842,,,,,7266700,,,,,,,,,,,,,,,
"Spain",1977,788981,,,,,9219700,,,,,,,,,,,,,,,
"Spain",1978,1101265,,,,,11284800,,,,,,,,,,,,,,,
"Spain",1979,1281912,,,,,13201400,,,,,,,,,,,,,,,
"Spain",1980,1547443,,,,,15862500,,307118,,31.422,,,,,,,,,,,
"Spain",1981,1850900,,,,,17797700,,305865,,35.96,,,,,,,,,,,
"Spain",1982,2370800,,,,,20467200,,309654,,40.807,,,,,,,,,,,
"Spain",1983,3029100,,,,,23305000,,314771,,45.824,,,,,,,,,,,
"Spain",1984,4663800,,,,,26298100,,320116,,50.493,,,,,,,,,,,
"Spain",1985,8879900,,,,,29221600,,327676,,54.978,,,,,,,,,,,
"Spain",1986,11787700,,,,,33454400,,338922,,60.614,,,,,,,,,,,
"Spain",1987,13560900,,,,,37409000,,358271,,64.003,,,,,,,,,,,
"Spain",1988,15278100,,,,,41648200,,377204,,67.436,,,,,,,,,,,
"Spain",1989,15432400,,,,,46669900,,396079,,72.026,,,,,,,,,,,
"Spain",1990,17924500,,,,,51982700,,411314,,77.324,,,,,,,,,,,
"Spain",1991,20515400,,,,,57003500,,421702,,82.781,,,,,,,,,,,
"Spain",1992,22172300,,,,,61394200,,425289,,88.387,,,,,,,,,,,
"Spain",1993,25029600,,,,,63517300,,419702,,93.349,,,,,,,,,,,
"Spain",1994,32890800,,,,,67554500,,429500,,96.707,,,,,,,,,,,
"Spain",1995,36287300,,,,,74408700,,447205,,100,,,,,,,,,,,
"Spain",1996,41126300,,,,,78842800,,458033,,103.454,,,,,,,,,,,
"Spain",1997,46764300,,,,,83845400,,475738,,105.924,,,,,,,,,,,
"Spain",1998,48944500,,,,,87847600,,496998,,108.55,,,,,,,,,,,
"Spain",1999,294737,,,,,579942,,520582,,111.403,,,,,,,,,,,
"Spain",2000,305300,,,,,630263,,546886,,115.246,,,,,,,,,,,
"Spain",2001,306922,,,,,680678,,566820,,120.087,,,,,,,,,,,
"Spain",2002,311961,,,,,729206,,582146,,125.262,,,,,,,,,,,
"Spain",2003,309135,,,,,782929,,600179,,130.449,,,,,,,,,,,
"Spain",2004,319154,,,,,841042,,619784,,135.699,,,,,,,,,,,
"Spain",2005,319162,,,,,908792,,642192,,141.514,,,,,,,,,,,
"Spain",2006,312457,,,,,984284,,667991,,147.35,,,,,,,,,,,
"Spain",2007,307168,,,,,1052730,,691807,,152.171,,,,,,,,,,,
"Spain",2008,358425,,,,,1088500,,697727,,156.007,,,,,,,,,,,
"Spain",2009,445558,,,,,1047320,,671442,,155.981,,,,,,,,,,,
"Spain",2010,,,,,,,,666452,,,,,,,,,,,,,
"Sweden",1800,,,,,113.32205,,365.76819,,30.98193,,,,,,,,,,,,
"Sweden",1801,,,,,119.31773,,367.82407,,32.43881,,,,,,,,,,,,
"Sweden",1802,,,,,125.15448,,388.41953,,32.22147,,,,,,,,,,,,
"Sweden",1803,,,,,118.5988,,385.51848,,30.76345,,,,,,,,,,,,
"Sweden",1804,,,,,110.35507,,368.45065,,29.95111,,,,,,,,,,,,
"Sweden",1805,,,,,122.61809,,391.77375,,31.29819,,,,,,,,,,,,
"Sweden",1806,,,,,134.69693,,398.558,,33.79607,,,,,,,,,,,,
"Sweden",1807,,,,,140.26199,,388.34885,,36.11752,,,,,,,,,,,,
"Sweden",1808,,,,,155.86359,,360.45142,,43.24122,,,,,,,,,,,,
"Sweden",1809,,,,,160.5379,,358.2573,,44.81078,,,,,,,,,,,,
"Sweden",1810,,,,,169.81259,,388.7352,,43.68336,,,,,,,,,,,,
"Sweden",1811,,,,,194.40563,,417.4398,,46.57094,,,,,,,,,,,,
"Sweden",1812,,,,,229.69059,,394.82914,,58.17468,,,,,,,,,,,,
"Sweden",1813,,,,,252.66676,,407.64541,,61.98199,,,,,,,,,,,,
"Sweden",1814,,,,,253.2551,,418.30764,,60.54279,,,,,,,,,,,,
"Sweden",1815,,,,,252.33569,,430.91947,,58.55751,,,,,,,,,,,,
"Sweden",1816,,,,,260.99742,,436.95308,,59.73122,,,,,,,,,,,,
"Sweden",1817,,,,,266.00285,,427.89456,,62.16551,,,,,,,,,,,,
"Sweden",1818,,,,,282.28322,,430.41878,,65.58339,,,,,,,,,,,,
"Sweden",1819,,,,,293.01517,,429.52007,,68.21921,,,,,,,,,,,,
"Sweden",1820,,,,,281.17155,,439.38609,,63.99191,,,,,,,,,,,,
"Sweden",1821,,,,,266.15476,,453.01481,,58.75189,,,,,,,,,,,,
"Sweden",1822,,,,,259.37334,,463.94654,,55.90587,,,,,,,,,,,,
"Sweden",1823,,,,,261.78094,,472.36275,,55.41947,,,,,,,,,,,,
"Sweden",1824,,,,,261.57851,,487.69506,,53.63567,,,,,,,,,,,,
"Sweden",1825,,,,,285.99184,,505.30105,,56.59831,,,,,,,,,,,,
"Sweden",1826,,,,,300.53583,,503.74998,,59.65972,,,,,,,,,,,,
"Sweden",1827,,,,,318.71504,,498.85211,,63.88969,,,,,,,,,,,,
"Sweden",1828,,,,,292.35314,,510.57042,,57.2601,,,,,,,,,,,,
"Sweden",1829,,,,,293.60864,,518.72706,,56.60176,,,,,,,,,,,,
"Sweden",1830,,,,,305.82275,,515.79613,,59.2914,,,,,,,,,,,,
"Sweden",1831,,,,,331.91645,,533.8369,,62.17563,,,,,,,,,,,,
"Sweden",1832,,,,,337.49828,,523.91023,,64.4191,,,,,,,,,,,,
"Sweden",1833,,,,,329.35613,,549.69747,,59.91589,,,,,,,,,,,,
"Sweden",1834,,,,,330.73571,,562.2069,,58.82811,,,,,,,,,,,,
"Sweden",1835,,,,,342.75825,,570.5308,,60.07708,,,,,,,,,,,,
"Sweden",1836,,,,,362.4122,,594.81547,,60.92851,,,,,,,,,,,,
"Sweden",1837,,,,,370.82436,,592.13759,,62.62469,,,,,,,,,,,,
"Sweden",1838,,,,,379.87365,,585.54426,,64.87531,,,,,,,,,,,,
"Sweden",1839,,,,,398.03876,,600.7359,,66.25853,,,,,,,,,,,,
"Sweden",1840,,,,,391.04366,,611.51946,,63.94623,,,,,,,,,,,,
"Sweden",1841,,,,,393.60251,,614.47076,,64.05553,,,,,,,,,,,,
"Sweden",1842,,,,,395.90886,,590.97666,,66.9923,,,,,,,,,,,,
"Sweden",1843,,,,,398.07019,,617.0664,,64.51011,,,,,,,,,,,,
"Sweden",1844,,,,,395.14039,,655.05134,,60.32205,,,,,,,,,,,,
"Sweden",1845,,,,,396.16751,,667.93432,,59.31234,,,,,,,,,,,,
"Sweden",1846,,,,,434.10451,,657.97391,,65.97595,,,,,,,,,,,,
"Sweden",1847,,,,,463.93523,,682.04691,,68.02101,,,,,,,,,,,,
"Sweden",1848,,,,,462.76423,,695.02543,,66.58235,,,,,,,,,,,,
"Sweden",1849,,,,,457.67312,,721.33868,,63.44774,,,,,,,,,,,,
"Sweden",1850,,,,,483.62935,,749.70338,,64.50943,,,,,,,,,,,,
"Sweden",1851,,,,,494.35187,,753.12743,,65.63987,,,,,,,,,,,,
"Sweden",1852,,,,,503.35881,,750.09246,,67.10624,,,,,,,,,,,,
"Sweden",1853,,,,,531.06432,,765.54142,,69.37108,,,,,,,,,,,,
"Sweden",1854,,,,,603.65084,,787.38557,,76.66522,,,,,,,,,,,,
"Sweden",1855,,,,,707.73623,,854.47591,,82.82694,,,,,,,,,,,,
"Sweden",1856,,,,,806.63193,,872.64233,,92.43557,,,,,,,,,,,,
"Sweden",1857,,,,,867.75051,,903.23412,,96.07149,,,,,,,,,,,,
"Sweden",1858,,,,,757.61674,,900.91426,,84.09421,,,,,,,,,,,,
"Sweden",1859,,,,,744.44335,,946.0685,,78.6881,,,,,,,,,,,,
"Sweden",1860,,,,,777.12061,,975.79025,,79.64013,,,,,,,,,,,,
"Sweden",1861,,,,,787.69869,,960.65109,,81.99634,,,,,,,,,,,,
"Sweden",1862,,,,,810.84579,,961.27699,,84.3509,,,,,,,,,,,,
"Sweden",1863,,,,,833.98445,,1017.36575,,81.97489,,,,,,,,,,,,
"Sweden",1864,,,,,822.91636,,1028.63489,,80.00082,,,,,,,,,,,,
"Sweden",1865,,,,,830.24991,,1065.72935,,77.90439,,,,,,,,,,,,
"Sweden",1866,,,,,823.20173,,1054.9552,,78.03191,,,,,,,,,,,,
"Sweden",1867,,,,,862.34688,,1090.28624,,79.09362,,,,,,,,,,,,
"Sweden",1868,,,,,831.58288,,992.15939,,83.81545,,,,,,,,,,,,
"Sweden",1869,,,,,875.74378,,1057.23089,,82.83373,,,,,,,,,,,,
"Sweden",1870,,,,,936.3214,,1218.21776,,76.85994,,,,,,,,,,,,
"Sweden",1871,,,,,996.13156,,1262.76747,,78.8848,,,,,,,,,,,,
"Sweden",1872,,,,,1133.31151,,1319.4135,,85.8951,,,,,,,,,,,,
"Sweden",1873,,,,,1309.97555,,1374.78402,,95.28592,,,,,,,,,,,,
"Sweden",1874,,,,,1411.06791,,1434.10048,,98.39394,,,,,,,,,,,,
"Sweden",1875,,,,,1360.75184,,1388.93018,,97.97122,,,,,,,,,,,,
"Sweden",1876,,,,,1447.66627,,1505.11572,,96.18305,,,,,,,,,,,,
"Sweden",1877,,,,,1411.52975,,1487.76842,,94.87564,,,,,,,,,,,,
"Sweden",1878,,,,,1274.02488,,1424.94509,,89.4087,,,,,,,,,,,,
"Sweden",1879,,,,,1257.13488,,1507.92492,,83.36853,,,,,,,,,,,,
"Sweden",1880,221.77,,,,1293.47736,,1501.30402,,86.15692,,,,,,,,,,,,
"Sweden",1881,226.94,,,,1355.87453,,1528.75478,,88.69143,,,,,,,,,,,,
"Sweden",1882,224.633,,,,1333.58223,,1471.17974,,90.64713,,,,,,,,,,,,
"Sweden",1883,228.55,,,,1394.15723,,1609.03423,,86.64559,,,,,,,,,,,,
"Sweden",1884,230.655,,,,1368.22618,,1586.29137,,86.25314,,,,,,,,,,,,
"Sweden",1885,247.495,,,,1350.38356,,1619.81332,,83.36662,,,,,,,,,,,,
"Sweden",1886,247.241,,,,1277.15133,,1642.97055,,77.73428,,,,,,,,,,,,
"Sweden",1887,246.061,,,,1219.27553,,1588.20583,,76.77062,,,,,,,,,,,,
"Sweden",1888,267.662,,,,1279.982,,1648.66403,,77.63753,,,,,,,,,,,,
"Sweden",1889,261.646,,,,1371.19809,,1670.35618,,82.09016,,,,,,,,,,,,
"Sweden",1890,262.116,,,,1425.77022,,1716.81622,,83.04734,,,,,,,,,,,,
"Sweden",1891,266.924,,,,1510.85643,,1818.99764,,83.05983,,,,,,,,,,,,
"Sweden",1892,275.671,,,,1526.73494,,1796.76909,,84.97113,,,,,,,,,,,,
"Sweden",1893,280.555,,,,1513.75945,,1856.34143,,81.54531,,,,,,,,,,,,
"Sweden",1894,294.94,,,,1505.06043,,1878.90111,,80.10323,,,,,,,,,,,,
"Sweden",1895,289.545,,,,1611.44401,,1989.32234,,81.00467,,,,,,,,,,,,
"Sweden",1896,291.188,,,,1681.56231,,2055.83664,,81.79455,,,,,,,,,,,,
"Sweden",1897,289.047,,,,1821.93133,,2176.03781,,83.72701,,,,,,,,,,,,
"Sweden",1898,285.337,,,,1983.33639,,2294.28464,,86.44683,,,,,,,,,,,,
"Sweden",1899,319.283,,,,2161.49413,,2413.59316,,89.55503,,,,,,,,,,,,
"Sweden",1900,339.354,,,,2214.46744,,2429.62788,,91.1443,,,,,,,,,,,,
"Sweden",1901,350.656,,,,2176.47486,,2479.35081,,87.78406,,,,,,,,,,,,
"Sweden",1902,348.262,,,,2190.69435,,2486.24587,,88.11254,,,,,,,,,,,,
"Sweden",1903,346.908,,,,2404.68477,,2655.58698,,90.55191,,,,,,,,,,,,
"Sweden",1904,385.646,,,,2404.61899,,2707.15254,,88.82466,,,,,,,,,,,,
"Sweden",1905,382.598,,,,2476.27823,,2701.25717,,91.67132,,,,,,,,,,,,
"Sweden",1906,422.663,,,,2781.05175,,2926.47123,,95.03089,,,,,,,,,,,,
"Sweden",1907,464.359,,,,3127.20125,,3182.86307,,98.2512,,,,,,,,,,,,
"Sweden",1908,515.375,,,,3065.15898,,3067.57061,,99.92138,,,,,,,,,,,,
"Sweden",1909,526.43,,,,3061.03143,,3146.09319,,97.29627,,,,,,,,,,,,
"Sweden",1910,537.426,,,,3269.11428,,3259.03675,,100.30922,,,,,,,,,,,,
"Sweden",1911,537.426,,,,3344.23174,,3384.96835,,98.79654,,,,,,,,,,,,
"Sweden",1912,606.096,,,,3605.64231,,3574.37918,,100.87464,,,,,,,,,,,,
"Sweden",1913,602.199,,,,3879.7085,,3750.32332,,103.44997,,,,,,,,,,,,
"Sweden",1914,131,,,,3977.10943,,3879.26442,,102.52226,,,,,,,,,,,,
"Sweden",1915,258.9,,,,4676.99737,,3994.4734,,117.08671,,,,,,,,,,,,
"Sweden",1916,455.9,,,,5934.17925,,4299.78429,,138.01109,,,,,,,,,,,,
"Sweden",1917,667.8,,,,7055.03837,,4034.48434,,174.8684,,,,,,,,,,,,
"Sweden",1918,1190.7,,,,9339.08708,,3898.02608,,239.58503,,,,,,,,,,,,
"Sweden",1919,1039.9,,,,11389.5095,,4040.02435,,281.91685,,,,,,,,,,,,
"Sweden",1920,1078.8,,,,12903.97195,,4181.95052,,308.56348,,,,,,,,,,,,
"Sweden",1921,1171,,,,9964.08277,,3863.1517,,257.92626,,,,,,,,,,,,
"Sweden",1922,1140.9,,,,8593.58367,,4251.94624,,202.10941,,,,,,,,,,,,
"Sweden",1923,1566.4,,,,8344.92693,,4424.99994,,188.58592,,,,,,,,,,,,
"Sweden",1924,1634,,,,8847.23872,,4731.38022,,186.99065,,,,,,,,,,,,
"Sweden",1925,1734,,,,9104.11763,,4768.52904,,190.92088,,,,,,,,,,,,
"Sweden",1926,1735.3,,,,9265.52709,,5016.67439,,184.69461,,,,,,,,,,,,
"Sweden",1927,1812.8,,,,9486.42376,,5233.32232,,181.26963,,,,,,,,,,,,
"Sweden",1928,1825.6,,,,9828.93852,,5380.03841,,182.69272,,,,,,,,,,,,
"Sweden",1929,1835.2,,,,10315.70018,,5705.82183,,180.79254,,,,,,,,,,,,
"Sweden",1930,1800.8,,,,10416.43549,,5794.73045,,179.75703,,,,,,,,,,,,
"Sweden",1931,1845.6,,,,9744.99853,,5716.92676,,170.45869,,,,,,,,,,,,
"Sweden",1932,2155.3,,,,9131.48944,,5445.77826,,167.68016,,,,,,,,,,,,
"Sweden",1933,2358.5,,,,9219.10719,,5685.45611,,162.15246,,,,,,,,,,,,
"Sweden",1934,2349,,,,10008.26766,,6095.20197,,164.19911,,,,,,,,,,,,
"Sweden",1935,2487.1,,,,10621.6854,,6436.81473,,165.01462,,,,,,,,,,,,
"Sweden",1936,2387.2,,,,11207.37248,,6714.02733,,166.92474,,,,,,,,,,,,
"Sweden",1937,2236.8,,,,12185.36318,,6907.12898,,176.41719,,,,,,,,,,,,
"Sweden",1938,2430.2,,,,12675.64513,,7076.98663,,179.11077,,,,,,,,,,,,
"Sweden",1939,2633.6,,,,13872.32043,,7687.74324,,180.44724,,,,,,,,,,,,
"Sweden",1940,3625,,,,14714.91994,,7450.18619,,197.51077,,,,,,,,,,,,
"Sweden",1941,5170,,,,16291.07222,,7485.03608,,217.64855,,,,,,,,,,,,
"Sweden",1942,6926.9,,,,17748.08403,,7456.38984,,238.02516,,,,,,,,,,,,
"Sweden",1943,8731.8,,,,19062.00049,,7764.50501,,245.50181,,,,,,,,,,,,
"Sweden",1944,9773.7,,,,19855.63116,,8068.16768,,246.09839,,,,,,,,,,,,
"Sweden",1945,10952.8,,,,20804.68648,,8362.95992,,248.77181,,,,,,,,,,,,
"Sweden",1946,11194.9,,,,23696.2343,,9316.28745,,254.35276,,,,,,,,,,,,
"Sweden",1947,11141.9,,,,26393.38601,,10055.68809,,262.4722,,,,,,,,,,,,
"Sweden",1948,11486.9,,,,28833.181,,10288.55566,,280.24518,,,,,,,,,,,,
"Sweden",1949,11861.1,,,,30209.45674,,10591.97813,,285.21072,,,,,,,,,,,,
"Sweden",1950,12464,,,,33094.95543,32066,11228.32796,,294.74518,,,,,,,,,,,,
"Sweden",1951,12823,,,,40932.86781,39593,11562.60971,,354.01063,,,,,,,,,,,,
"Sweden",1952,12710,,,,44508.02866,43159,11627.77771,,382.7733,,,,,,,,,,,,
"Sweden",1953,13852,,,,45615.26782,44437,12096.89146,,377.08256,,,,,,,,,,,,
"Sweden",1954,15059,,,,48552.72514,47279,12735.39725,,381.24233,,,,,,,,,,,,
"Sweden",1955,16081,,,,52236.67897,50827,13093.36209,,398.95543,,,,,,,,,,,,
"Sweden",1956,16966,,,,57005.97605,55241,13550.85737,,420.68169,,,,,,,,,,,,
"Sweden",1957,19095,,,,61064.14411,58963,13968.53604,,437.15493,,,,,,,,,,,,
"Sweden",1958,19851,,,,64154.63219,62269,14476.88428,,443.15221,,,,,,,,,,,,
"Sweden",1959,21772,,,,68158.63476,66245,15157.36521,,449.67337,,,,,,,,,,,,
"Sweden",1960,22770,,,,74380.14119,72161,16009.65717,,464.59547,,,,,,,,,,,,
"Sweden",1961,22412,,,,81244.04593,78522,16824.79189,,482.88292,,,,,,,,,,,,
"Sweden",1962,21325,,,,88318.72557,85196,17842.28049,,494.99685,,,,,,,,,,,,
"Sweden",1963,21518,,,,95275.75471,91007,18782.69835,,507.25275,,,,,,,,,,,,
"Sweden",1964,21769,,,,106808.69601,101508,20291.0229,,526.38399,,,,,,,,,,,,
"Sweden",1965,21512,,,,118166.84856,111664,21327.89375,,554.04837,,,,,,,,,,,,
"Sweden",1966,23206,,,,128089.94516,121617,22260.97576,,575.40131,,,,,,,,,,,,
"Sweden",1967,25778,,,,138751.50428,132066,22975.22754,,603.91787,,,,,,,,,,,,
"Sweden",1968,29416,,,,147474.63667,140024,23987.47894,,614.7984,,,,,,,,,,,,
